index,TM_x,G_x,MP_x,PTS_x,YR_x,YRprior_x,G_y,MP_y,PTS_y,YR_y,YRprior_y,HomeCourt_x,HomeCourt_y
381,Sacramento Kings 14-15,63.3,25.19,25.19,15.0,14.0,59.21428571428571,26.821428571428573,26.821428571428573,14.0,13.0,0.0,0.0
382,Sacramento Kings 15-16,64.7,25.8,25.8,16.0,15.0,58.866666666666674,29.616666666666664,29.616666666666664,15.0,14.0,0.0,0.0
383,Sacramento Kings 16-17,43.8,23.13,23.13,17.0,16.0,70.28181818181818,29.55636363636363,29.55636363636363,16.0,15.0,0.0,0.0
384,Sacramento Kings 17-18,59.8,23.23,23.23,18.0,17.0,59.6375,23.634999999999998,23.634999999999998,17.0,16.0,0.0,0.0
385,Sacramento Kings 18-19,61.3,23.509999999999998,23.509999999999998,19.0,18.0,73.35555555555557,25.569999999999997,25.569999999999997,18.0,17.0,0.0,0.0
387,San Antonio Spurs 05-06,72.5,23.490000000000002,23.490000000000002,6.0,5.0,71.06,28.892000000000003,28.892000000000003,5.0,4.0,1.0,1.0
388,San Antonio Spurs 06-07,72.9,22.709999999999997,22.709999999999997,7.0,6.0,75.1,25.17,25.17,6.0,5.0,1.0,1.0
389,San Antonio Spurs 07-08,63.3,23.270000000000003,23.270000000000003,8.0,7.0,76.08,26.043999999999993,26.043999999999993,7.0,6.0,1.0,1.0
390,San Antonio Spurs 08-09,66.3,23.030000000000005,23.030000000000005,9.0,8.0,77.43,27.0,27.0,8.0,7.0,1.0,1.0
391,San Antonio Spurs 09-10,66.5,22.08,22.08,10.0,9.0,72.7,29.733333333333338,29.733333333333338,9.0,8.0,0.0,1.0
392,San Antonio Spurs 10-11,71.1,23.46,23.46,11.0,10.0,73.28,25.967000000000002,25.967000000000002,10.0,9.0,1.0,0.0
393,San Antonio Spurs 11-12,53.7,23.160000000000004,23.160000000000004,12.0,11.0,75.5,25.946250000000003,25.946250000000003,11.0,10.0,1.0,1.0
394,San Antonio Spurs 12-13,67.4,23.6,23.6,13.0,12.0,49.74545454545454,25.59636363636363,25.59636363636363,12.0,11.0,1.0,1.0
395,San Antonio Spurs 13-14,69.1,23.160000000000004,23.160000000000004,14.0,13.0,65.8,24.55,24.55,13.0,12.0,1.0,1.0
396,San Antonio Spurs 14-15,58.2,20.720000000000002,20.720000000000002,15.0,14.0,72.02,25.380000000000003,25.380000000000003,14.0,13.0,1.0,1.0
397,San Antonio Spurs 15-16,65.6,22.14,22.14,16.0,15.0,71.34615384615384,27.41384615384615,27.41384615384615,15.0,14.0,1.0,1.0
398,San Antonio Spurs 16-17,58.0,20.31,20.31,17.0,16.0,73.4888888888889,26.73777777777778,26.73777777777778,16.0,15.0,1.0,1.0
399,San Antonio Spurs 17-18,61.7,19.63,19.63,18.0,17.0,61.416666666666664,23.904999999999998,23.904999999999998,17.0,16.0,0.0,1.0
400,San Antonio Spurs 18-19,65.9,22.229999999999997,22.229999999999997,19.0,18.0,69.2,23.77,23.77,18.0,17.0,0.0,0.0
402,Seattle SuperSonics 05-06,59.3,23.52,23.52,6.0,5.0,67.44444444444444,25.644444444444446,25.644444444444446,5.0,4.0,0.0,1.0
403,Seattle SuperSonics 06-07,66.4,25.830000000000002,25.830000000000002,7.0,6.0,64.25,23.849999999999998,23.849999999999998,6.0,5.0,0.0,0.0
404,Seattle SuperSonics 07-08,67.2,25.529999999999998,25.529999999999998,8.0,7.0,70.6875,28.576250000000005,28.576250000000005,7.0,6.0,0.0,0.0
406,Toronto Raptors 05-06,64.8,25.659999999999997,25.659999999999997,6.0,5.0,64.3,28.445,28.445,5.0,4.0,0.0,0.0
407,Toronto Raptors 06-07,63.5,24.029999999999998,24.029999999999998,7.0,6.0,71.4,28.835,28.835,6.0,5.0,0.0,0.0
408,Toronto Raptors 07-08,69.6,23.860000000000007,23.860000000000007,8.0,7.0,69.79090909090908,26.48818181818182,26.48818181818182,7.0,6.0,0.0,0.0
409,Toronto Raptors 08-09,66.7,26.090000000000003,26.090000000000003,9.0,8.0,68.5,25.825,25.825,8.0,7.0,0.0,0.0
410,Toronto Raptors 09-10,69.1,24.69,24.69,10.0,9.0,72.64285714285715,32.20428571428572,32.20428571428572,9.0,8.0,0.0,0.0
411,Toronto Raptors 10-11,58.44444444444444,26.988888888888887,26.988888888888887,11.0,10.0,69.71428571428572,21.642857142857146,21.642857142857146,10.0,9.0,0.0,0.0
412,Toronto Raptors 11-12,46.0,25.499999999999993,25.499999999999993,12.0,11.0,63.2625,28.385,28.385,11.0,10.0,0.0,0.0
413,Toronto Raptors 12-13,54.8,24.450000000000003,24.450000000000003,13.0,12.0,47.92,29.083999999999996,29.083999999999996,12.0,11.0,0.0,0.0
414,Toronto Raptors 13-14,58.4,23.529999999999998,23.529999999999998,14.0,13.0,69.875,25.7875,25.7875,13.0,12.0,0.0,0.0
415,Toronto Raptors 14-15,75.4,25.76,25.76,15.0,14.0,60.8,26.610000000000003,26.610000000000003,14.0,13.0,0.0,0.0
416,Toronto Raptors 15-16,59.6,22.720000000000006,22.720000000000006,16.0,15.0,73.28888888888889,27.42888888888889,27.42888888888889,15.0,14.0,1.0,0.0
417,Toronto Raptors 16-17,65.3,23.82,23.82,17.0,16.0,63.46666666666666,26.27666666666667,26.27666666666667,16.0,15.0,1.0,1.0
418,Toronto Raptors 17-18,72.5,21.82,21.82,18.0,17.0,62.56,25.202,25.202,17.0,16.0,1.0,1.0
419,Toronto Raptors 18-19,53.0,21.700000000000003,21.700000000000003,19.0,18.0,72.95454545454545,23.51272727272728,23.51272727272728,18.0,17.0,1.0,1.0
421,Utah Jazz 05-06,60.3,23.270000000000003,23.270000000000003,6.0,5.0,68.7875,25.017500000000002,25.017500000000002,5.0,4.0,0.0,0.0
422,Utah Jazz 06-07,67.4,22.18,22.18,7.0,6.0,63.42857142857143,28.0,28.0,6.0,5.0,1.0,0.0
423,Utah Jazz 07-08,69.0,23.59,23.59,8.0,7.0,70.63333333333333,23.939999999999998,23.939999999999998,7.0,6.0,1.0,1.0
424,Utah Jazz 08-09,67.6,24.029999999999998,24.029999999999998,9.0,8.0,68.7,25.187000000000005,25.187000000000005,8.0,7.0,0.0,1.0
425,Utah Jazz 09-10,58.3,22.66,22.66,10.0,9.0,72.5,29.419999999999995,29.419999999999995,9.0,8.0,1.0,0.0
426,Utah Jazz 10-11,65.2,22.61,22.61,11.0,10.0,66.71428571428571,24.08571428571429,24.08571428571429,10.0,9.0,0.0,1.0
427,Utah Jazz 11-12,53.3,22.469999999999995,22.469999999999995,12.0,11.0,62.15,25.99,25.99,11.0,10.0,0.0,0.0
428,Utah Jazz 12-13,68.4,24.970000000000002,24.970000000000002,13.0,12.0,58.41818181818182,25.96363636363636,25.96363636363636,12.0,11.0,0.0,0.0
429,Utah Jazz 13-14,56.7,22.299999999999997,22.299999999999997,14.0,13.0,65.5,18.73333333333333,18.73333333333333,13.0,12.0,0.0,0.0
430,Utah Jazz 14-15,64.2,26.639999999999997,26.639999999999997,15.0,14.0,70.74444444444445,27.097777777777775,27.097777777777775,14.0,13.0,0.0,0.0
431,Utah Jazz 15-16,67.9,22.360000000000003,22.360000000000003,16.0,15.0,63.6,27.639999999999997,27.639999999999997,15.0,14.0,0.0,0.0
432,Utah Jazz 16-17,61.1,23.459999999999997,23.459999999999997,17.0,16.0,66.93333333333334,27.810000000000002,27.810000000000002,16.0,15.0,1.0,0.0
433,Utah Jazz 17-18,63.0,23.79,23.79,18.0,17.0,67.26666666666668,23.833333333333336,23.833333333333336,17.0,16.0,0.0,1.0
434,Utah Jazz 18-19,64.8,20.990000000000002,20.990000000000002,19.0,18.0,66.83333333333334,25.67333333333333,25.67333333333333,18.0,17.0,1.0,0.0
436,Washington Wizards 05-06,54.8,23.63,23.63,6.0,5.0,70.83000000000001,31.336000000000002,31.336000000000002,5.0,4.0,0.0,0.0
437,Washington Wizards 06-07,64.0,23.2,23.2,7.0,6.0,62.55,26.680000000000007,26.680000000000007,6.0,5.0,0.0,0.0
438,Washington Wizards 07-08,71.2,23.590000000000003,23.590000000000003,8.0,7.0,64.28571428571429,23.971428571428568,23.971428571428568,7.0,6.0,0.0,0.0
439,Washington Wizards 08-09,58.8,23.560000000000002,23.560000000000002,9.0,8.0,66.33333333333333,21.76666666666667,21.76666666666667,8.0,7.0,0.0,0.0
440,Washington Wizards 09-10,56.6,26.73,26.73,10.0,9.0,68.0,31.257142857142856,31.257142857142856,9.0,8.0,0.0,0.0
441,Washington Wizards 10-11,49.4,22.040000000000003,22.040000000000003,11.0,10.0,57.4375,29.419999999999998,29.419999999999998,10.0,9.0,0.0,0.0
442,Washington Wizards 11-12,49.2,23.169999999999998,23.169999999999998,12.0,11.0,52.65,27.419999999999998,27.419999999999998,11.0,10.0,0.0,0.0
443,Washington Wizards 12-13,53.8,24.68,24.68,13.0,12.0,47.68181818181817,26.943636363636365,26.943636363636365,12.0,11.0,0.0,0.0
444,Washington Wizards 13-14,61.2,24.64,24.64,14.0,13.0,57.56,27.333,27.333,13.0,12.0,0.0,0.0
445,Washington Wizards 14-15,64.1,22.759999999999998,22.759999999999998,15.0,14.0,62.341666666666676,26.834166666666665,26.834166666666665,14.0,13.0,0.0,0.0
446,Washington Wizards 15-16,53.1,20.319999999999997,20.319999999999997,16.0,15.0,65.62727272727274,26.169090909090905,26.169090909090905,15.0,14.0,0.0,0.0
447,Washington Wizards 16-17,64.4,23.259999999999998,23.259999999999998,17.0,16.0,63.1,25.480000000000004,25.480000000000004,16.0,15.0,0.0,0.0
448,Washington Wizards 17-18,61.9,21.369999999999997,21.369999999999997,18.0,17.0,69.3,26.124000000000002,26.124000000000002,17.0,16.0,0.0,0.0
449,Washington Wizards 18-19,44.7,23.830000000000002,23.830000000000002,19.0,18.0,70.07777777777778,30.218888888888888,30.218888888888888,18.0,17.0,0.0,0.0
